"title","orgName","subDeptName","bidValue","publishDate","detailUrl","inquiryDeadline","bidDeadline","bidDeadlineTime","bidDeadlineDaysLeft","inquiryDeadlineDaysLeft","keyword"
"الاشتراك في منصة لقواعد المعلومات البحثية باللغة الأجنبية المتخصصة","هيئة تقويم التعليم","الادارة العامة للمشتريات والعقود","1000","2025-11-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=fUD0EXPjgitf0oKb60n*@@**NQ==","2025-11-15","2025-11-26","09:59",9,-2,"منصة"
"تشغيل المؤتمر الصحفي الحكومي لعام 2025 المرحلة الثانية","وزارة الإعلام","الديوان العام  -  ادارة المشتريات","1000","2025-11-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vdvQd*@@**zhat3vm%20ky*@@**criUw==","2025-11-16","2025-11-22","09:59",5,-1,"منصة"
"تشغيل ودعم المنصة الإلكترونية الحالية لمركز التدريب العدلي","وزارة العدل","الديوان العام  -  إدارة المشتريات والعقود","1000","2025-11-05","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=CdvqUTIqUoK8UV0JLj2Xaw==","2025-11-22","2025-12-06","09:59",19,5,"منصة"
"الحملة الوطنية للعنوان الوطني","مؤسسة البريد السعودي","الإدارة العامة لسلاسل الامداد","1000","2025-11-05","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=biiq5T75SFpnlVKnAeLgYQ==","2025-11-15","2025-11-21","09:59",4,-2,"منصة"
"توفير وتركيب متطلبات الاتصال الآمن (منصة بروق) بالهيئة العامة للموانئ","الهيئة العامة للموانىء","إدارة المشتريات و العقود","800","2025-11-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=krTXcaJV0VQoF*@@**lQAPvgIA==","2025-11-24","2025-12-14","09:00",27,7,"منصة"
"تامين اشتراك لمدة سنة على منصة zoom و plagscan لزوم اكاديمية الامير نايف","المديرية العامة لمكافحة المخدرات","إدارة المشتريات بالمديرية العامة لمكافحة المخدرات","200","2025-11-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Pcx1H8z9jN1RloUyHyF%20kg==","2025-11-06","2025-11-08","09:59",-9,-11,"منصة"
"دعم وتطوير مواقع الهيئة ومنصة عيشها 2025","الهيئة العامة للترفيه","إدارة المشتريات  -  هيئة الترفيه","5500","2025-11-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=lniVUogRvnyFOHXSRoiNeA==","2025-11-18","2025-12-04","09:59",17,1,"منصة"
"الحاجة لغسيل أصناف مخصصة لضيافة المنطقة والموافقة لطرحها بمنصة اعتماد حدود صلاحيات الشراء المباشر .","حرس الحدود","قيادة حرس الحدود بمنطقة تبوك","200","2025-11-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=R1uFKHt1urZJhW3vhEHYOg==","2025-11-12","2025-11-18","09:59",1,-5,"منصة"
"تجديد رخص منصة إدارة وحوكمة البيانات للمركز","المركز الوطني لإدارة النفايات","المركز الوطني لإدارة النفايات","1000","2025-10-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=FYiDyzQAd2pBS9RoIEz39w==","2025-11-17","2025-11-23","10:00",6,0,"منصة"
"تجديد الدعم على خوادم البيئة الاحتياطية لمنصة تقاضي","وزارة العدل","الديوان العام  -  إدارة المشتريات والعقود","1000","2025-10-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Dd6wUF6xvJCbFruFQFBVlA==","2025-11-09","2025-11-30","09:59",13,-8,"منصة"
"تجديد خدمات بحث الكترونية للكفاءات عبر منصة لنكدان LinkedIn","أكاديمية مهد الرياضية","أكاديمية مهد الرياضية  -  الرياض","700","2025-10-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ewviyEWf2oKEdVyeia9dLg==","2025-11-05","2025-11-14","09:59",-3,-12,"منصة"
"اعداد وتوريد المتطلبات التقنية للاتصال المرئي الآمن (بروق)","مركز التأمين الصحي الوطني","مركز التأمين الصحي الوطني","1000","2025-10-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=di7WzaBQyFYkXuwaVLh1FA==","2025-11-17","2025-11-19","10:00",2,0,"منصة"
"مشروع اشتراك منصة البيانات المالية والتحليلية","صندوق البنية التحتية الوطني","صندوق البنية التحتية الوطني","500","2025-10-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=7COUP*@@**WUvAsJmCS6unjdGw==","2025-11-17","2025-11-20","12:00",3,0,"منصة"
"تجديد الاشتراك في منصة إدارة البيانات","صندوق البيئة","الرئيسي","500","2025-10-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=TqelDeqXGjq9RN1YGVLSZA==","2025-11-08","2025-11-14","09:59",-3,-9,"منصة"
"توريد وتخصيص منصة ذكاء اصطناعي توليدي","صندوق البيئة","الرئيسي","500","2025-10-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=N9chV7%20OHC5TJVL8JRorRQ==","2025-11-07","2025-11-13","09:59",-4,-10,"منصة"
"تجديد نظام النسخ الاحتياطي بالمركز الوطني لأبحاث وتطوير الزراعة المستدامة (استدامة)","المركز الوطني لابحاث وتطوير الزراعة المستدامة","المركز الوطني لابحاث وتطوير الزراعة المستدامة","2000","2025-10-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=j0xhuZf2mQx3vJPh0RZO0g==","2025-11-19","2025-11-20","13:00",3,2,"منصة"
"تطوير و تقديم الدعم الفني للمنصة الوطنية للتواصل في حالات البلاغات النووية والإشعاعية","هيئة الرقابة النووية والإشعاعية","هيئة الرقابة النووية والاشعاعية","5500","2025-10-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Zu1rrt8u*@@**LQRKvt03kzQOA==","2025-11-13","2025-11-27","10:00",10,-4,"منصة"
"تجديد رخص نظام إدارة شاشات الإعلانات وشاشات حجز قاعات الاجتماعات","الهيئة العامة للصناعات العسكرية","الهيئة العامة للصناعات العسكرية","1000","2025-10-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=cMas6BwuOW6kNyK1xQ3dWw==","2025-11-06","2025-11-12","09:59",-5,-11,"منصة"
"مشروع تجديد رخص المنصة الشاملة للهيئة العليا للأمن الصناعي","الهيئة العليا للأمن الصناعي","إدارة المشتريات","500","2025-10-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=FKGwJ7jgO9aDTkT9lgdT2w==","2025-11-06","2025-11-12","09:59",-5,-11,"منصة"
"خدمة تصنيع منصة اصلاح متحركة بالعجلات مقاوم للرياح و الامطار و الحرارة","القوات البحرية","مركز التموين البحري بالاسطول الغربي","200","2025-10-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=H%20GQM2ZtZdReX2SBcgFLsw==","2025-10-29","2025-10-30","10:00",-18,-19,"منصة"
"اشتراك في منصتي S&P و IHS Markit أو ما يعادلها","بنك التصدير والإستيراد السعودي","بنك التصدير والإستيراد السعودي (إدارة المشتريات والعقود)","500","2025-10-23","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=tDx12HXB9J90EBo2xc5kgw==","2025-11-14","2025-11-20","10:00",3,-3,"منصة"
"توفير اشتراك في منصة إدارة النطاقات ونظام أسماء النطاقات (DNS) للمركز السعودي للشراكات الاستراتيجية ...","المركز السعودي للشراكات الاستراتيجية الدولية","الفرع الرئيسي","200","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ugieKXfCBs9sdddzqYtRtQ==","2025-10-22","2025-10-26","09:59",-22,-26,"منصة"
"توريد التراخيص لنظام إدارة ربط الفروع بالهيئة","الهيئة السعودية لتنظيم الكهرباء","إدارة المشتريات والعقود","1000","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=A0W3Wmhafkr0*@@**nCjWlZGiA==","2025-10-31","2025-11-06","09:59",-11,-17,"منصة"
"تشغيل وصيانة وتطوير منصة التدريب والتعليم الالكتروني بوزارة الصحة المرحلة الثانية","وزارة الصحة الديوان العام","ديوان الوزارة ، الإدارة العامة للعقود والمشتريات","1000","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=x05*@@**1NmdoJEuBum4oiT%20XA==","2025-11-09","2025-11-20","09:00",3,-8,"منصة"
"مشروع توفير وتشغيل النظام الرقمي لإدارة الأندية الطلابية بجامعة الملك سعود","جامعة الملك سعود","الادارة العامة للمشتريات","1500","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=On%20t68zSCH7hy%201Z4PLVxQ==","2025-11-27","2025-12-03","15:00",16,10,"منصة"
"منصة إدارة الاستراتيجية والمشاريع","جامعة الملك سعود","الادارة العامة للمشتريات","1500","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=dbyFhmeBmp9rPivctsJSSw==","2025-11-20","2025-11-24","15:00",7,3,"منصة"
"توفير رخص منصة الأداء والدعم الفني للمنصة","الهيئة العامة للأوقاف","إدارة المشتريات والعقود","1000","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=mGpA%20FEgbSNsKJlCsS68eg==","2025-10-28","2025-11-06","09:59",-11,-20,"منصة"
"نقاط منصة مستمر لاعتماد الأنشطة بساعات تعليم طبي مستمر","مدينة الملك سعود الطبية","المشتريات الغير طبية","700","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=rCQLKxHhwOh3dcUigO*@@**SRg==","2025-10-31","2025-11-06","09:59",-11,-17,"منصة"
"تنفيذ وتطوير نظام تحصيل الكتروني ومنصة موحدة للإشعارات","صندوق التنمية الزراعية","ادارة المشتريات والعقود","1500","2025-10-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=1J%20wTlC3NSf*@@**Cz%20V*@@**h4aPA==","2025-11-17","2025-11-19","10:00",2,0,"منصة"
"مشروع البوابة المعرفية لمدة 3 سنوات","جامعة الملك عبدالعزيز","الإدارة العامة للعقود والمشتريات","700","2025-10-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kPFA080XuCg*@@**nUEuVVouGw==","2025-10-30","2025-11-05","09:59",-12,-18,"منصة"
"توريد Hydraulic Surgery Mayo stand منصة جراحة هيدروليكية","الشؤون الصحیة بوزارة الحرس الوطني","إدارة المشتريات  -  مدينة الملك عبدالعزيز الطبية بالرياض","200","2025-10-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=lMhBz5qPoV*@@**9hgN50BXg4Q==","2025-10-22","2025-10-27","09:59",-21,-26,"منصة"
"الاشتراك في قاعدة بيانات"" Scopus "" والمنصة التحليلية SciVal","جامعة الأمير سطام بن عبدالعزيز","إدارة المشتريات","700","2025-10-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=5BUHEu5mEgnxY0%20IqKBw%20Q==","2025-10-28","2025-11-02","10:00",-15,-20,"منصة"
"مشروع إكمال التجهيزات المدنية لموقع منصة البذر الأرضية بالسودة","المركز الوطني للأرصاد","المنافسات","200","2025-10-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=exlMfeccXrM7K6xLLF5n6A==","2025-10-28","2025-10-30","09:59",-18,-20,"منصة"
"تحديث وتطوير المنصة التعليمية","القوات البرية","هيئة الاتصالات وتقنية المعلومات للقوات البرية  -  لجنة تأمين الاحتياجات","10500","2025-10-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ouskeA0Dy%201UA1To8LYMdA==","2025-10-28","2025-10-30","09:59",-18,-20,"منصة"
"توفير منصة لمراقبة المشاريع الهندسية في الموقع لهيئة تطوير محمية الامام تركي بن عبدالله الملكية","محمية الإمام تركي بن عبدالله","الإدارة العامة","1000","2025-10-13","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=usLpZFNtgXEEOY9TXxD3vQ==","2025-10-20","2025-10-29","09:59",-19,-28,"منصة"
"منافسة توريد مستلزمات طبية برقم طلب الشراء -KR1088 الخاصة بالمشروع البحثي رقم: (NRR24/007/5) وعنوانه ...","جامعة الملك سعود بن عبد العزیز للعلوم الصحیة","ادارة الشراء المباشر بجامعة الملك سعود للعلوم الصحية","200","2025-10-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20V2uFF2XnnFgAhifobZNCA==","2025-10-22","2025-10-28","09:59",-20,-26,"منصة"
"منافسة توريد مستلزمات طبية برقم طلب الشراء -KR1089 الخاصة بالمشروع البحثي رقم: (NRR24/007/5) وعنوانه ...","جامعة الملك سعود بن عبد العزیز للعلوم الصحیة","ادارة الشراء المباشر بجامعة الملك سعود للعلوم الصحية","200","2025-10-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=PqqSMXSYYP6lYzmGFQwEeA==","2025-10-22","2025-10-28","09:59",-20,-26,"منصة"
"مشروع خدمات الطباعة المدارة للمركز الرئيسي","محمية الملك سلمان بن عبدالعزيز","هيئة تطوير محمية الملك سلمان بن عبدالعزيز الملكية","1500","2025-10-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vkbyFdN*@@**lD3hfPAMfcQIlQ==","2025-11-06","2025-11-11","10:00",-6,-11,"منصة"
"مشروع منصة إدارة طلبات التمويل لمكتب فريق العمل","برنامج الخدمات المشتركة","المشتريات","500","2025-10-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ASmsF0C0ezX62f8jVSCSXg==","2025-10-22","2025-10-28","09:59",-20,-26,"منصة"
"مشروع تأسيس منصة التقنيات الناشئة ومعالجة الوثائق والبيانات وبناء نموذج لغوي متخصص – المرحلة الأولى","أمارة منطقة المدينة المنورة","الشؤون الادارية والمالية  -  المشتريات","1000","2025-10-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=HGc2osVGcxAIcMRUoNUe*@@**g==","2025-11-13","2025-11-16","07:00",-1,-4,"منصة"
"تصميم وتنفيذ تحسينات على طلبات وشاشات واجهة المستخدم لنظام إيراد","هيئة الزكاة والضريبة والجمارك","إدارة المشتريات والمناقصات","800","2025-10-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=5Bv8T24MPklklFCyHYbu9w==","2025-10-19","2025-11-09","09:59",-8,-29,"منصة"
"الاتفاقية الإطارية لتشغيل منصة تجربة العملاء","صندوق التنمية الوطني","ادارة المشتريات  -  المركز الرئيسي","500","2025-10-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Mq0QIUmwHP1PtmPjGmAswg==","2025-11-03","2025-11-09","09:59",-8,-14,"منصة"
"المحفظة الرقمية لمنصة التراخيص","مركز مشاريع البنية التحتية بمنطقة الرياض","مركز مشاريع البنية التحتية بمنطقة الرياض","800","2025-10-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=qnepAyIP3gnXO2VG%20glEww==","2025-10-19","2025-10-27","09:59",-21,-29,"منصة"
"منافسة توريد مستلزمات طبية برقم طلب الشراء KR1095-KR1090 الخاصة بالمشروع البحثي رقم: (NRR24/007/5) و ...","جامعة الملك سعود بن عبد العزیز للعلوم الصحیة","ادارة الشراء المباشر بجامعة الملك سعود للعلوم الصحية","200","2025-10-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=VJAQT4bSenlO*@@**TG5ksdUWA==","2025-10-19","2025-10-25","09:59",-23,-29,"منصة"
"الاشتراك في منصة ستاتيستا ومنصة EIU Solutions","هيئة الزكاة والضريبة والجمارك","إدارة المشتريات والمناقصات","800","2025-10-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=7niydykR9Br3uiPLQzVL4A==","2025-10-18","2025-10-24","09:59",-24,-30,"منصة"
"رخصة منصة دعم مسؤولي الأمن السيبراني","الهيئة العامة للعقار","المشتريات والعقود","2000","2025-10-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=0RXQSaBKuYVaMTC91Ctqlg==","2025-10-23","2025-10-26","10:00",-22,-25,"منصة"
"شراء نقاط منصة مستمر للأنشطة التعليمية","مستشفى الملك فهد بجدة","الشراء المباشر","200","2025-10-07","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=9XG3xEw22k3iRA4CQ68Tyw==","2025-10-25","2025-10-25","10:00",-23,-23,"منصة"
"تجديد عقد دعم وصيانة لمدة (عام ميلادي) لنظام (صوتك : منصة النظام الوطني لسلامة المرضى)","مستشفى قوى الأمن بمنطقة مكة المكرمة","برنامج مستشفى قوى الأمن بمكة المكرمة","200","2025-10-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=mY5SETC1Z8zg3TorR8GEdg==","2025-10-28","2025-10-30","10:00",-18,-20,"منصة"
"مشروع صيانة وتشغيل انظمة الموارد الحكومي (الموارد البشرية، المالية، المشتريات، المستودعات)","المراسم الملكية","المشتريات والمناقصات","1500","2025-10-05","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=9OnMgXGmdKYC3HwlzG%202Yw==","2025-10-15","2025-11-05","09:59",-12,-33,"منصة"
"تجديد الرخص التعليمية في المنصة الوطنية للتعليم الإلكتروني FutureX","جامعة الأمير سطام بن عبدالعزيز","إدارة المشتريات","700","2025-10-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=RjR9x6BngKnoZ7XwPtcmKg==","2025-10-12","2025-10-19","09:59",-29,-36,"منصة"
"مشروع خدمات أدوات التوظيف للصندوق","صندوق البنية التحتية الوطني","صندوق البنية التحتية الوطني","500","2025-10-01","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8QpnVRtDYDM29ymI9yWLRA==","2025-10-20","2025-10-23","10:00",-25,-28,"منصة"
"توفير اشتراك خدمة تداول محلية وعالمية","صندوق البيئة","الرئيسي","500","2025-09-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=w7VzOVeAlaq58I9ngB4CRQ==","2025-10-10","2025-10-16","09:59",-32,-38,"منصة"
"استئجار شاشات عرض لمنصة العرض العسكري بالعاصمة المقدسة 1447هـ","الأمن العام ( الإدارة العامة لأنظمة الاتصالات)","الإدارة العامة لأنظمة الإتصالات","1000","2025-09-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=WEd7YH4R90H5yYVNfFbgAg==","2025-10-10","2025-10-16","09:59",-32,-38,"منصة"
"تأمين منصة عمل صيدلية لتحضير الأدوية لصالح قسم الطوارئ بمستشفى الملك فهد المركزي بجازان","تجمع جازان الصحي","الشراء المباشر","200","2025-09-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=TIXZDGk5OwOn9xpO7LAL6A==","2025-10-05","2025-10-07","09:59",-41,-43,"منصة"
"توفير و تثبيت ودعم وصيانة منصة تطوير الأنظمة والتطبيقات (Low Code/No code Platform) لقسم إدارة تطو ...","الشؤون الصحیة بوزارة الحرس الوطني","إدارة خدمات المناقصات","1000","2025-09-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=sub4GY9PsbH0629dJmSExA==","2025-11-04","2025-11-10","07:30",-7,-13,"منصة"
"ربط خدمات المستفيدين الأفراد من منصة نما في الوزارة بالتطبيق الوطني توكلنا","وزارة البيئة والمياه والزراعة","إدارة المشتريات والعقود","1000","2025-09-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=h8e%20TZlUZN6HArG1vnu0PQ==","2025-10-19","2025-10-30","09:59",-18,-29,"منصة"
"مشروع تمكين وتنفيذ بيانات والتحليلات المتقدمة","صندوق البنية التحتية الوطني","صندوق البنية التحتية الوطني","500","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=XM858ogOX3bJGk62mEwsLw==","2025-10-11","2025-10-26","10:00",-22,-37,"منصة"
"مشروع تجديد رخص أداة علم البيانات والتحليلات","الهيئة السعودية للمياه","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=PYDXhd6sz8P2CUZXs7uZEA==","2025-10-11","2025-10-12","10:00",-36,-37,"منصة"
"تقديم الخدمات المدارة لدعم وتطوير المنصة الرقمية الموحدة وتطبيقاتها","وزارة البيئة والمياه والزراعة","إدارة المشتريات والعقود","1000","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=2W90wiSVb6RQCleaQr8uKA==","2025-11-04","2025-11-09","07:00",-8,-13,"منصة"
"صيانة وتجديد تراخيص منصة التأهيل وتحديث مكوّن المراكز الأهلية – المرحلة الأولى","وزارة الموارد البشرية والتنمية الاجتماعية","إدارة المشتريات","550","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8*@@**nXySyoVbGTseiJk6uV*@@**g==","2025-10-05","2025-10-11","09:59",-37,-43,"منصة"
"تجديد تشغيل نظام إدارة تحويل حقوق منتسبي الدولة (منصة صرف –UGP )","وزارة التجارة","ادارة المناقصات والمشتريات","1000","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=puN7RnSO8hWWqPSSdf8FGg==","2025-10-05","2025-10-07","09:59",-41,-43,"منصة"
"تجديد رخص منصة الشكاوى وإدارة العلاقة مع عملاء هيئة التأمين","هيئة التأمين","المشتريات","1500","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=1eH*@@**e2%20%20ODku0sxnlCG1CQ==","2025-09-25","2025-10-04","09:59",-44,-53,"منصة"
"اشتراك في منصة قانونية","هيئة تطوير منطقة المدينة المنورة","ادارة العقود والمنافسات","200","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=k46XAVZqcOHNr44uSBlbUw==","2025-09-26","2025-09-29","09:59",-49,-52,"منصة"
"توريد وتركيب قواطع زجاجية لزوم إدارة الحركة وشعبة منصة اعتماد بمبنى رقم 109","وزارة الحرس الوطني","ادارة المشتريات","200","2025-09-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=27XBxssspQNZyB5TCHjA0g==","2025-09-20","2025-09-22","09:59",-56,-58,"منصة"
"مشروع خدمة اشتراكات في منصة بحثية وارشادية لفريق قيادة البرامج التنفيذية","مجلس الضمان الصحي","إدارة العقود والمشتريات","700","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=T3pLaP4n%20JLjhMHlJpODsQ==","2025-09-24","2025-10-09","09:59",-39,-54,"منصة"
"توريد وتركيب منصة عرض بنظام التأجير و منصة تتويج للفائزين بالمراكز الثلالثة الاولى لفعالية الاولمب ...","جامعة الملك سعود بن عبد العزیز للعلوم الصحیة","ادارة الشراء المباشر بجامعة الملك سعود للعلوم الصحية","200","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=AHbpCK4nbmXiPY9XVa8grA==","2025-09-19","2025-09-22","09:59",-56,-59,"منصة"
"تأمين اشتراك سنوي في منصة وحدة الذكاء الاقتصادي للمركز السعودي للشراكات الاستراتيجية الدولية.","المركز السعودي للشراكات الاستراتيجية الدولية","الفرع الرئيسي","1000","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20G5g0QSkyw*@@**NK4lckeZHlQ==","2025-09-18","2025-10-02","09:59",-46,-60,"منصة"
"تحسينات وتقديم الدعم الفني لنظام الحوكمة والالتزام والمخاطر واستمرارية الأعمال GRC","صندوق التنمية العقارية","الإدارة العامة للمشتريات والعقود  -  قسم المناقصات","1500","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=hqJzOzYUwcS18jR5YOK03g==","2025-09-26","2025-10-02","09:59",-46,-52,"منصة"
"توفير وتطوير خدمة نبأ الشاملة","ديوان المظالم","ادارة العقود والمشتريات","700","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=x9EyfqGAbkp9ToDK3i85LA==","2025-09-26","2025-10-02","09:59",-46,-52,"منصة"
"إشتراك في منصة توظيف للإعلان عن الوظائف","مجلس الضمان الصحي","إدارة العقود والمشتريات","200","2025-09-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=NyQGqLV*@@**fzaVd1Butdkk5Q==","2025-09-17","2025-09-22","09:59",-56,-61,"منصة"
